pred_demand_mwh,date_time,lat,long,Year,Month,Day,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,month,day_of_week,day_of_month,hour,is_weekend,season,zipcode,solar_prod_mwh
1019.66656,1/1/19,24.57,-81.78,2019,1,1,31.41666667,321.9583333,21.8125,0.03,5.345833333,82.62708333,24.96666667,1019.333333,1,1,1,0,0,0,33040,1487.7614295869957
1039.18065,1/2/19,24.57,-81.78,2019,1,2,49.04166667,214.33333330000002,21.81666667,0.03,5.55,82.56083333,25.0125,1019.5,1,2,2,0,0,0,33040,2153.56254270206
1222.583727,1/3/19,24.57,-81.78,2019,1,3,36.91666667,300.5,22.87916667,0.04,4.2375,87.08958333,25.17916667,1017.416667,1,3,3,0,0,0,33040,603.8727257174777
1247.31399,1/4/19,24.57,-81.78,2019,1,4,47.75,246.66666669999998,22.65416667,0.04,3.708333333,86.07833333,25.15416667,1016.166667,1,4,4,0,0,0,33040,890.0788864800596
1058.874221,1/5/19,24.57,-81.78,2019,1,5,64.0,162.91666669999998,21.52916667,0.04,3.75,86.01916667,24.03333333,1016.583333,1,5,5,0,1,0,33040,1003.0025494048125
972.2442603000001,1/6/19,24.57,-81.78,2019,1,6,32.91666667,315.6666667,17.025,0.04,4.929166667,79.05791667,20.81666667,1019.458333,1,6,6,0,1,0,33040,2147.364348070497
1165.481988,1/7/19,24.57,-81.78,2019,1,7,43.95833333,274.0416667,19.55416667,0.04,4.1875,80.06541667,23.19166667,1020.375,1,0,7,0,0,0,33040,2222.034052175598
1210.4364859999998,1/8/19,24.57,-81.78,2019,1,8,28.83333333,334.1666667,20.41666667,0.04,3.620833333,79.69375,24.14166667,1020.333333,1,1,8,0,0,0,33040,2180.684244711171
1197.007617,1/9/19,24.57,-81.78,2019,1,9,57.79166667,161.79166669999998,19.92083333,0.04,3.7125,82.05875,23.16666667,1019.125,1,2,9,0,0,0,33040,899.027225265999
1223.968252,1/10/19,24.57,-81.78,2019,1,10,31.95833333,324.7916667,15.4125,0.05,6.7375,74.30166667,20.14583333,1017.958333,1,3,10,0,0,0,33040,2296.1528913832317
1093.832453,1/11/19,24.57,-81.78,2019,1,11,31.5,330.4166667,14.41666667,0.04,5.141666667,71.405,19.7625,1018.916667,1,4,11,0,0,0,33040,1778.0218614189157
1026.934471,1/12/19,24.57,-81.78,2019,1,12,40.91666667,296.5,18.39583333,0.04,5.85,73.89333333,23.30833333,1019.708333,1,5,12,0,1,0,33040,2021.9447882097054
1105.768407,1/13/19,24.57,-81.78,2019,1,13,44.875,258.625,20.09583333,0.04,2.85,80.61041667,23.63333333,1020.083333,1,6,13,0,1,0,33040,2135.9346587409996
1129.503927,1/14/19,24.57,-81.78,2019,1,14,70.625,148.29166669999998,20.025,0.04,3.854166667,88.12875,22.1,1020.416667,1,0,14,0,0,0,33040,1989.9100167924519
1049.340876,1/15/19,24.57,-81.78,2019,1,15,65.125,65.45833333,16.5625,0.04,5.566666667000001,83.005,19.53333333,1020.166667,1,1,15,0,0,0,33040,1194.5156621009146
1035.86347,1/16/19,24.57,-81.78,2019,1,16,54.16666667,257.0416667,14.54166667,0.04,5.995833332999999,78.04416667,18.45833333,1021.166667,1,2,16,0,0,0,33040,1850.0914367929872
1133.248302,1/17/19,24.57,-81.78,2019,1,17,60.83333333,204.95833330000002,16.22916667,0.04,4.816666667,76.83208333,20.48333333,1021.291667,1,3,17,0,0,0,33040,2070.596369941381
1180.267535,1/18/19,24.57,-81.78,2019,1,18,30.16666667,346.8333333,17.83333333,0.04,3.808333333,78.28666667,21.79166667,1020.125,1,4,18,0,0,0,33040,1985.3916493682182
865.1336215,1/19/19,24.57,-81.78,2019,1,19,50.08333333,258.25,19.05,0.03,4.333333333,77.83458333,23.13333333,1016.708333,1,5,19,0,1,0,33040,1396.8663633463875
785.1094578999999,1/20/19,24.57,-81.78,2019,1,20,69.66666667,100.0,20.1625,0.03,7.0375,86.235,22.60416667,1014.833333,1,6,20,0,1,0,33040,627.022288284176
799.1851818,1/21/19,24.57,-81.78,2019,1,21,30.79166667,355.25,13.775,0.03,6.520833333,77.94958333,17.68333333,1022.333333,1,0,21,0,0,0,33040,1831.6151387699301
941.2237801000001,1/22/19,24.57,-81.78,2019,1,22,67.66666667,167.95833330000002,17.33333333,0.03,7.870833332999999,75.44458333,21.875,1023.625,1,1,22,0,0,0,33040,1015.3016564211285
952.5298474,1/23/19,24.57,-81.78,2019,1,23,64.83333333,173.41666669999998,19.79583333,0.03,8.554166667,80.37166667,23.39166667,1020.416667,1,2,23,0,0,0,33040,321.0234565699884
984.5882102,1/24/19,24.57,-81.78,2019,1,24,62.16666667,49.41666667,22.49166667,0.03,4.95,91.74708333,23.91666667,1015.75,1,3,24,0,0,0,33040,434.5172327605895
916.6211701999999,1/25/19,24.57,-81.78,2019,1,25,64.41666667,10.79166667,19.14166667,0.03,5.2,90.71666667,20.73333333,1018.583333,1,4,25,0,0,0,33040,594.26775098122
702.0189368,1/26/19,24.57,-81.78,2019,1,26,59.33333333,49.5,17.07083333,0.03,6.558333332999999,85.88041667,19.56666667,1018.541667,1,5,26,0,1,0,33040,0.1882728075081243
755.061802,1/27/19,24.57,-81.78,2019,1,27,45.0,1.9166666669999999,21.025,0.03,6.7583333329999995,88.28791667,23.09583333,1010.75,1,6,27,0,1,0,33040,171.85921278143064
876.705731,1/28/19,24.57,-81.78,2019,1,28,75.70833333,137.625,15.3375,0.04,8.216666667,86.39333333,17.65833333,1013.75,1,0,28,0,0,0,33040,1484.3523901523786
816.1811024,1/29/19,24.57,-81.78,2019,1,29,28.70833333,374.7083333,11.77083333,0.03,2.825,72.84875,16.82916667,1017.083333,1,1,29,0,0,0,33040,2325.9931137016742
1180.005952,1/30/19,24.57,-81.78,2019,1,30,78.20833333,63.16666667,14.8125,0.04,1.216666667,68.71291667,20.90416667,1017.666667,1,2,30,0,0,0,33040,255.85969976458924
969.7122469000001,1/31/19,24.57,-81.78,2019,1,31,70.375,149.5,18.2625,0.03,4.179166667,85.28416667,20.8375,1020.666667,1,3,31,0,0,0,33040,329.8302681526095
1033.4063640000002,2/1/19,24.57,-81.78,2019,2,1,39.16666667,314.2916667,19.84166667,0.03,4.3875,84.12416667,22.6625,1019.916667,2,4,1,0,0,0,33040,1112.1679914914698
859.5550621,2/2/19,24.57,-81.78,2019,2,2,32.70833333,337.375,21.40416667,0.03,4.225,89.08458333,23.29583333,1018.5,2,5,2,0,1,0,33040,1213.439922506269
896.3285083999999,2/3/19,24.57,-81.78,2019,2,3,29.25,356.5833333,21.12916667,0.03,2.0916666669999997,88.3325,23.17083333,1016.208333,2,6,3,0,1,0,33040,1897.1285923759276
972.1098215,2/4/19,24.57,-81.78,2019,2,4,67.95833333,113.16666670000001,19.925,0.03,2.870833333,87.7825,22.05,1016.416667,2,0,4,0,0,0,33040,1867.8547247739289
987.0172133,2/5/19,24.57,-81.78,2019,2,5,54.79166667,235.04166669999998,19.40416667,0.03,2.95,85.75125,21.90833333,1017.625,2,1,5,0,0,0,33040,2001.4918635587162
1012.722564,2/6/19,24.57,-81.78,2019,2,6,31.375,361.875,19.55,0.03,4.175,81.45125,22.91666667,1019.125,2,2,6,0,0,0,33040,2315.6988968908277
1042.742189,2/7/19,24.57,-81.78,2019,2,7,57.54166667,280.375,19.125,0.03,5.045833333,78.10916667,23.15416667,1019.333333,2,3,7,0,0,0,33040,2204.886011869967
1250.631671,2/8/19,24.57,-81.78,2019,2,8,36.58333333,326.7083333,19.39583333,0.04,4.008333333,78.0325,23.4375,1020.416667,2,4,8,0,0,0,33040,1891.622286174226
1071.289045,2/9/19,24.57,-81.78,2019,2,9,50.83333333,246.58333330000002,19.85416667,0.04,5.304166667,80.82458333,23.34166667,1022.333333,2,5,9,0,1,0,33040,838.9578262432921
1072.798169,2/10/19,24.57,-81.78,2019,2,10,57.16666667,245.125,20.44166667,0.04,6.6125,81.49916667,23.8,1021.875,2,6,10,0,1,0,33040,1630.7206061028214
1183.364118,2/11/19,24.57,-81.78,2019,2,11,76.25,155.83333330000002,21.45,0.04,5.725,84.7525,24.17916667,1018.958333,2,0,11,0,0,0,33040,880.7345917942648
1178.5022960000001,2/12/19,24.57,-81.78,2019,2,12,42.625,297.125,22.6625,0.04,5.266666667,87.99375,24.7875,1016.916667,2,1,12,0,0,0,33040,1660.932653889766
1128.523789,2/13/19,24.57,-81.78,2019,2,13,47.375,3.583333333,21.78333333,0.04,4.4875,92.42708333,23.1,1015.875,2,2,13,0,0,0,33040,26.310164143886
1232.21989,2/14/19,24.57,-81.78,2019,2,14,36.125,357.0833333,18.33333333,0.05,6.6375,84.91916667,21.01666667,1016.291667,2,3,14,0,0,0,33040,1673.3852882334393
1398.125116,2/15/19,24.57,-81.78,2019,2,15,40.04166667,349.4583333,18.50416667,0.05,2.4041666669999997,77.59041667,22.61666667,1015.166667,2,4,15,0,0,0,33040,1452.5255420581234
1092.7011320000001,2/16/19,24.57,-81.78,2019,2,16,35.125,350.0833333,19.4875,0.04,2.0291666669999997,76.28625,23.92083333,1013.416667,2,5,16,0,1,0,33040,1400.075229543941
1090.875926,2/17/19,24.57,-81.78,2019,2,17,35.91666667,352.2916667,21.6875,0.04,3.508333333,83.29583333,24.7375,1014.083333,2,6,17,0,1,0,33040,2262.956655480475
1185.1560359999999,2/18/19,24.57,-81.78,2019,2,18,43.75,329.9583333,23.575,0.04,4.1,91.15416667,25.13333333,1017.083333,2,0,18,0,0,0,33040,1941.7449054856509
1202.160634,2/19/19,24.57,-81.78,2019,2,19,41.625,338.75,22.925,0.04,5.654166667,87.15291667,25.23333333,1019.708333,2,1,19,0,0,0,33040,2156.1734196539687
1200.496823,2/20/19,24.57,-81.78,2019,2,20,57.5,229.125,22.5125,0.04,6.816666667000001,84.51708333,25.33333333,1017.625,2,2,20,0,0,0,33040,2054.7767161945944
1219.306415,2/21/19,24.57,-81.78,2019,2,21,39.83333333,345.0,22.76666667,0.04,5.983333332999999,85.61416667,25.35833333,1017.625,2,3,21,0,0,0,33040,1322.162284761074
1263.797476,2/22/19,24.57,-81.78,2019,2,22,41.16666667,344.4583333,22.87083333,0.04,5.020833333,85.70666667,25.44583333,1018.958333,2,4,22,0,0,0,33040,1450.0703244337656
1093.7985130000002,2/23/19,24.57,-81.78,2019,2,23,56.45833333,295.4583333,23.0875,0.04,5.7375,86.49416667,25.5,1018.791667,2,5,23,0,1,0,33040,1574.039734449902
1297.572482,2/24/19,24.57,-81.78,2019,2,24,38.41666667,362.6666667,23.27083333,0.05,4.3125,86.4225,25.72083333,1018.625,2,6,24,0,1,0,33040,1754.0225152172727
1429.528216,2/25/19,24.57,-81.78,2019,2,25,51.70833333,297.625,22.87916667,0.05,3.2125,85.91166667,25.42083333,1020.5,2,0,25,0,0,0,33040,1429.468871651437
1253.515126,2/26/19,24.57,-81.78,2019,2,26,59.375,261.2083333,22.10416667,0.04,5.308333333,82.44166667,25.31666667,1022.083333,2,1,26,0,0,0,33040,937.4159677890362
1297.569902,2/27/19,24.57,-81.78,2019,2,27,61.83333333,291.2083333,21.4375,0.04,3.333333333,78.98708333,25.35,1019.333333,2,2,27,0,0,0,33040,1621.4728331508395
1278.825361,2/28/19,24.57,-81.78,2019,2,28,34.875,376.25,21.02083333,0.04,2.625,79.9225,24.73333333,1017.916667,2,3,28,0,0,0,33040,2429.5884998222245
1314.435089,3/1/19,24.57,-81.78,2019,3,1,32.625,385.2916667,20.1375,0.04,2.65,75.87583333,24.70833333,1018.583333,3,4,1,0,0,1,33040,1993.4035648851516
1189.458476,3/2/19,24.57,-81.78,2019,3,2,71.125,283.1666667,21.49166667,0.04,2.7625,79.39083333,25.325,1018.666667,3,5,2,0,1,1,33040,2368.6734388843784
1159.542738,3/3/19,24.57,-81.78,2019,3,3,38.5,367.4166667,21.76666667,0.04,2.9125,81.22291667,25.23333333,1016.625,3,6,3,0,1,1,33040,1692.407943348107
1453.03415,3/4/19,24.57,-81.78,2019,3,4,42.0,352.8333333,21.10833333,0.05,2.2625,75.91333333,25.69166667,1015.458333,3,0,4,0,0,1,33040,2234.575212179062
1299.811001,3/5/19,24.57,-81.78,2019,3,5,86.95833333,82.70833333,22.4125,0.04,3.020833333,83.52541667,25.425,1016.708333,3,1,5,0,0,1,33040,1237.1142178207022
1082.997556,3/6/19,24.57,-81.78,2019,3,6,35.5,395.2916667,16.48333333,0.04,8.0875,76.51875,20.90416667,1022.416667,3,2,6,0,0,1,33040,2422.3824853490164
1183.153811,3/7/19,24.57,-81.78,2019,3,7,41.95833333,373.1666667,15.89166667,0.04,5.8125,69.10291667,21.89583333,1022.916667,3,3,7,0,0,1,33040,1863.3981169070157
1438.712338,3/8/19,24.57,-81.78,2019,3,8,65.0,299.0,17.85833333,0.05,5.270833333,69.53125,23.77083333,1020.583333,3,4,8,0,0,1,33040,1497.151478815294
1106.134072,3/9/19,24.57,-81.78,2019,3,9,50.5,353.4583333,19.55833333,0.04,5.179166667,73.2975,24.66666667,1017.75,3,5,9,0,1,1,33040,1960.4589941769896
1132.378544,3/10/19,24.57,-81.78,2019,3,10,46.25,360.25,22.41666667,0.04,4.8875,84.78875,25.1625,1019.125,3,6,10,0,1,1,33040,1783.3130088215123
1245.640375,3/11/19,24.57,-81.78,2019,3,11,46.25,355.0416667,22.5125,0.04,4.575,85.09458333,25.19166667,1020.541667,3,0,11,0,0,1,33040,2093.914599569887
1270.70739,3/12/19,24.57,-81.78,2019,3,12,41.70833333,362.25,22.47083333,0.04,2.875,86.22541667,24.94166667,1019.541667,3,1,12,0,0,1,33040,1934.4733849181086
1443.263883,3/13/19,24.57,-81.78,2019,3,13,100.79166670000001,192.04166669999998,22.2125,0.05,5.195833333,84.5425,25.0,1017.791667,3,2,13,0,0,1,33040,491.64844411315886
1423.839479,3/14/19,24.57,-81.78,2019,3,14,84.875,237.16666669999998,22.09166667,0.05,6.495833332999999,83.64708333,25.05,1017.5,3,3,14,0,0,1,33040,974.2077757992339
1290.6036589999999,3/15/19,24.57,-81.78,2019,3,15,66.33333333,241.16666669999998,22.39583333,0.04,5.541666667,83.14166667,25.47916667,1018.208333,3,4,15,0,0,1,33040,852.1979929211402
1143.8058839999999,3/16/19,24.57,-81.78,2019,3,16,40.95833333,371.7083333,21.53333333,0.04,4.191666667,79.24583333,25.4,1018.625,3,5,16,0,1,1,33040,1421.8645374138082
1209.7614230000001,3/17/19,24.57,-81.78,2019,3,17,109.0,177.20833330000002,21.02916667,0.04,2.766666667,78.56875,25.0375,1017.375,3,6,17,0,1,1,33040,877.7999053439827
1243.1529070000001,3/18/19,24.57,-81.78,2019,3,18,115.70833329999999,57.75,21.79166667,0.04,4.283333333,85.15291667,24.46666667,1016.208333,3,0,18,0,0,1,33040,351.23900482094336
1157.189707,3/19/19,24.57,-81.78,2019,3,19,84.33333333,14.20833333,21.50416667,0.04,6.3208333329999995,87.78625,23.65416667,1015.125,3,1,19,0,0,1,33040,32.01863356162007
1113.200504,3/20/19,24.57,-81.78,2019,3,20,62.83333333,307.2083333,20.14583333,0.04,6.3625,87.71583333,22.2875,1014.833333,3,2,20,0,0,1,33040,1547.298849044399
1175.925542,3/21/19,24.57,-81.78,2019,3,21,69.83333333,320.4166667,19.4125,0.04,5.441666667000001,83.02208333,22.45,1015.625,3,3,21,0,0,1,33040,1163.9414254446056
1160.618643,3/22/19,24.57,-81.78,2019,3,22,43.125,395.7083333,15.575,0.04,6.2416666670000005,68.61958333,21.60416667,1018.208333,3,4,22,0,0,1,33040,2542.69907016439
1049.522621,3/23/19,24.57,-81.78,2019,3,23,48.875,363.0416667,14.55833333,0.04,3.983333333,63.49208333,21.7875,1020.291667,3,5,23,0,1,1,33040,2542.6096795418744
1135.74941,3/24/19,24.57,-81.78,2019,3,24,99.25,76.83333333,18.9625,0.04,5.625,74.61458333,23.75833333,1020.791667,3,6,24,0,1,1,33040,1128.1193033920524
1395.211538,3/25/19,24.57,-81.78,2019,3,25,44.29166667,367.4166667,20.9125,0.05,4.033333333,81.22208333,24.3375,1018.25,3,0,25,0,0,1,33040,1205.0980734667637
1416.18434,3/26/19,24.57,-81.78,2019,3,26,40.33333333,384.0416667,20.77916667,0.05,2.558333333,81.29708333,24.2,1016.166667,3,1,26,0,0,1,33040,1486.5160658210007
1337.978544,3/27/19,24.57,-81.78,2019,3,27,47.29166667,369.4166667,18.75833333,0.05,6.145833333,76.92875,23.05416667,1016.666667,3,2,27,0,0,1,33040,1776.0612391348716
1324.328436,3/28/19,24.57,-81.78,2019,3,28,57.83333333,312.2083333,18.22083333,0.05,7.404166667,77.24333333,22.4875,1019.0,3,3,28,0,0,1,33040,682.1791206974561
1388.444124,3/29/19,24.57,-81.78,2019,3,29,50.125,341.875,18.5375,0.05,6.1958333329999995,74.99416667,23.24166667,1019.041667,3,4,29,0,0,1,33040,1225.754284793476
1251.913325,3/30/19,24.57,-81.78,2019,3,30,38.375,405.25,18.07916667,0.05,4.491666667,70.02458333,23.9,1017.083333,3,5,30,0,1,1,33040,1474.0084139931664
1473.842052,3/31/19,24.57,-81.78,2019,3,31,38.16666667,412.9166667,17.8,0.06,2.483333333,67.99458333,24.09166667,1016.583333,3,6,31,0,1,1,33040,1894.8245262732642
1616.007973,4/1/19,24.57,-81.78,2019,4,1,52.375,367.1666667,18.61666667,0.06,2.383333333,69.89791667,24.49583333,1016.875,4,0,1,0,0,1,33040,2476.9850934695282
1482.924143,4/2/19,24.57,-81.78,2019,4,2,52.79166667,354.8333333,21.75416667,0.05,2.416666667,81.49416667,25.1625,1017.75,4,1,2,0,0,1,33040,1193.5711133304567
1483.408702,4/3/19,24.57,-81.78,2019,4,3,84.5,274.7083333,21.9625,0.05,4.333333333,84.14041667,24.82083333,1020.666667,4,2,3,0,0,1,33040,803.0144315392454
1469.844093,4/4/19,24.57,-81.78,2019,4,4,72.95833333,292.875,22.65416667,0.05,5.291666667,86.7075,25.0375,1021.125,4,3,4,0,0,1,33040,118.56136479059674
1532.4139619999999,4/5/19,24.57,-81.78,2019,4,5,138.33333330000002,131.9166667,22.29583333,0.05,5.641666667000001,82.12625,25.57916667,1018.708333,4,4,5,0,0,1,33040,933.3599402734076
1328.743923,4/6/19,24.57,-81.78,2019,4,6,75.70833333,311.0833333,23.01666667,0.05,5.283333333,85.30458333,25.67083333,1018.541667,4,5,6,0,1,1,33040,1847.0648651712506
1342.5598630000002,4/7/19,24.57,-81.78,2019,4,7,99.08333333,251.75,23.34583333,0.05,6.4875,85.50625,25.975,1018.833333,4,6,7,0,1,1,33040,1962.2549652425316
1452.597108,4/8/19,24.57,-81.78,2019,4,8,118.16666670000001,207.33333330000002,22.82083333,0.05,6.3625,82.40958333,26.0625,1016.958333,4,0,8,0,0,1,33040,1424.609190141244
1776.4210059999998,4/9/19,24.57,-81.78,2019,4,9,93.75,24.41666667,23.30833333,0.07,5.070833333,86.27625,25.7875,1013.541667,4,1,9,0,0,1,33040,57.66655871089869
1757.9389469999999,4/10/19,24.57,-81.78,2019,4,10,77.45833333,303.25,21.275,0.07,4.4875,80.47791667,24.90833333,1010.75,4,2,10,0,0,1,33040,976.5636036531943
1825.381518,4/11/19,24.57,-81.78,2019,4,11,59.16666667,370.3333333,20.01666667,0.07,2.0958333330000003,73.32541667,25.14166667,1011.333333,4,3,11,0,0,1,33040,2667.2507226802036
1830.6311690000002,4/12/19,24.57,-81.78,2019,4,12,75.125,290.125,22.525,0.07,5.179166667,79.96458333,26.28333333,1013.541667,4,4,12,0,0,1,33040,2232.5366966512947
1631.1690130000002,4/13/19,24.57,-81.78,2019,4,13,60.95833333,336.8333333,23.82916667,0.07,6.333333333,86.10583333,26.34166667,1014.541667,4,5,13,0,1,1,33040,2510.370250802463
1650.197321,4/14/19,24.57,-81.78,2019,4,14,57.20833333,348.0,24.34583333,0.07,5.854166667,87.18333333,26.6625,1013.416667,4,6,14,0,1,1,33040,1919.36473872559
1780.5994059999998,4/15/19,24.57,-81.78,2019,4,15,79.58333333,301.9583333,24.0625,0.07,4.391666667,88.68791667,26.08333333,1015.458333,4,0,15,0,0,1,33040,1303.1966481916418
1797.681664,4/16/19,24.57,-81.78,2019,4,16,48.08333333,405.6666667,20.1125,0.07,4.483333333,71.83166667,25.6,1018.375,4,1,16,0,0,1,33040,2702.0071414680674
1797.093654,4/17/19,24.57,-81.78,2019,4,17,60.70833333,381.2916667,20.46666667,0.07,5.120833333,74.68791667,25.29583333,1017.458333,4,2,17,0,0,1,33040,2210.8784137519533
1625.136943,4/18/19,24.57,-81.78,2019,4,18,52.08333333,374.9166667,22.28333333,0.06,5.895833333,78.82625,26.26666667,1014.333333,4,3,18,0,0,1,33040,1847.718866376129
1621.769441,4/19/19,24.57,-81.78,2019,4,19,60.79166667,316.7916667,24.14583333,0.06,6.6333333329999995,85.32541667,26.82916667,1012.375,4,4,19,0,0,1,33040,1430.8041303818
1442.606619,4/20/19,24.57,-81.78,2019,4,20,86.625,270.1666667,19.67916667,0.06,5.9916666670000005,73.95416667,24.75,1014.958333,4,5,20,0,1,1,33040,901.9091555748284
1459.608716,4/21/19,24.57,-81.78,2019,4,21,56.33333333,400.6666667,15.87916667,0.06,3.5958333330000003,62.80166667,23.39583333,1019.0,4,6,21,0,1,1,33040,2706.0160316838287
1594.845382,4/22/19,24.57,-81.78,2019,4,22,60.58333333,376.625,17.15833333,0.06,3.475,65.4175,24.04583333,1019.416667,4,0,22,0,0,1,33040,2213.8484826952235
1599.194684,4/23/19,24.57,-81.78,2019,4,23,61.5,384.9166667,18.15833333,0.06,4.583333333,67.54,24.5625,1018.083333,4,1,23,0,0,1,33040,2586.9141826912505
1654.566466,4/24/19,24.57,-81.78,2019,4,24,102.33333329999999,284.1666667,19.2125,0.06,3.9125,71.11833333,24.80416667,1016.291667,4,2,24,0,0,1,33040,2591.76536378557
1657.111811,4/25/19,24.57,-81.78,2019,4,25,73.45833333,331.2083333,20.73333333,0.06,4.258333333,74.68041667,25.5625,1014.708333,4,3,25,0,0,1,33040,1642.803301576112
1677.293737,4/26/19,24.57,-81.78,2019,4,26,91.125,285.9583333,23.15,0.06,4.691666667,83.52541667,26.17083333,1014.291667,4,4,26,0,0,1,33040,1123.2286190242394
1477.984902,4/27/19,24.57,-81.78,2019,4,27,59.16666667,364.5,21.2625,0.06,3.8375,79.44,25.16666667,1014.708333,4,5,27,0,1,1,33040,2492.4340579310774
1582.572774,4/28/19,24.57,-81.78,2019,4,28,95.83333333,266.875,21.63333333,0.06,2.5625,76.89583333,26.02916667,1015.708333,4,6,28,0,1,1,33040,2253.4219534143535
1638.054762,4/29/19,24.57,-81.78,2019,4,29,60.625,368.1666667,22.50833333,0.06,4.441666667,79.76333333,26.3,1017.458333,4,0,29,0,0,1,33040,1747.0192967005546
1617.577372,4/30/19,24.57,-81.78,2019,4,30,57.875,362.25,22.15416667,0.06,6.875,77.29208333,26.4625,1018.791667,4,1,30,0,0,1,33040,2468.317057699214
1647.726165,5/1/19,24.57,-81.78,2019,5,1,81.04166667,283.2083333,22.09166667,0.06,7.154166667,78.1875,26.19166667,1018.041667,5,2,1,0,0,1,33040,1596.1524769886382
1706.317081,5/2/19,24.57,-81.78,2019,5,2,71.95833333,346.5833333,23.09583333,0.06,3.9625,82.4725,26.3125,1016.291667,5,3,2,0,0,1,33040,430.2050329154382
1729.2993,5/3/19,24.57,-81.78,2019,5,3,99.95833333,234.5,24.25416667,0.06,4.691666667,85.11291667,26.96666667,1015.291667,5,4,3,0,0,1,33040,1243.3017815478881
1532.351937,5/4/19,24.57,-81.78,2019,5,4,75.95833333,334.125,24.78333333,0.06,4.745833333,87.82916667,26.98333333,1014.375,5,5,4,0,1,1,33040,1885.967205683267
1565.766664,5/5/19,24.57,-81.78,2019,5,5,73.375,336.0833333,25.08333333,0.06,3.925,87.45541667,27.3625,1013.208333,5,6,5,0,1,1,33040,1399.1154255025924
1727.9294539999999,5/6/19,24.57,-81.78,2019,5,6,103.91666670000001,265.0,24.4625,0.06,3.058333333,83.25791667,27.57083333,1015.0,5,0,6,0,0,1,33040,1158.975353151078
1753.458927,5/7/19,24.57,-81.78,2019,5,7,115.66666670000001,208.95833330000002,24.52916667,0.06,2.925,83.99458333,27.47916667,1015.75,5,1,7,0,0,1,33040,463.56643474506365
1723.8959760000002,5/8/19,24.57,-81.78,2019,5,8,74.16666667,333.0833333,24.06666667,0.06,3.9083333330000003,81.01375,27.62083333,1014.625,5,2,8,0,0,1,33040,1685.2511973341998
1703.232568,5/9/19,24.57,-81.78,2019,5,9,58.66666667,371.1666667,24.27083333,0.06,4.783333333,82.19708333,27.57916667,1013.916667,5,3,9,0,0,1,33040,2149.6037866641705
1723.451998,5/10/19,24.57,-81.78,2019,5,10,54.79166667,373.9583333,24.1,0.06,4.570833333,81.09375,27.64583333,1014.333333,5,4,10,0,0,1,33040,1903.9185250690412
1543.294993,5/11/19,24.57,-81.78,2019,5,11,51.0,376.0833333,24.14166667,0.06,4.991666667,81.6875,27.5625,1014.166667,5,5,11,0,1,1,33040,2225.0933950958115
1578.23794,5/12/19,24.57,-81.78,2019,5,12,65.25,298.75,24.37916667,0.06,4.204166667,82.2375,27.7,1013.333333,5,6,12,0,1,1,33040,1869.5077994164915
1680.794398,5/13/19,24.57,-81.78,2019,5,13,53.04166667,383.9166667,24.69583333,0.06,4.020833333,82.37083333,27.9875,1013.375,5,0,13,0,0,1,33040,1678.989872583797
1747.4171829999998,5/14/19,24.57,-81.78,2019,5,14,90.75,282.0416667,24.87916667,0.06,2.695833333,83.30625,27.98333333,1014.125,5,1,14,0,0,1,33040,913.5012590868942
1965.6737059999998,5/15/19,24.57,-81.78,2019,5,15,117.875,160.625,23.84583333,0.07,1.5708333330000002,79.64083333,27.69583333,1013.833333,5,2,15,0,0,1,33040,309.6672826781785
1744.2076550000002,5/16/19,24.57,-81.78,2019,5,16,80.5,201.04166669999998,23.82083333,0.06,2.729166667,82.2425,27.12916667,1014.291667,5,3,16,0,0,1,33040,1021.8999277330533
1889.2117600000001,5/17/19,24.57,-81.78,2019,5,17,91.125,287.75,23.6875,0.07,5.5,80.63,27.33333333,1014.5,5,4,17,0,0,1,33040,1934.7413127254404
1555.909127,5/18/19,24.57,-81.78,2019,5,18,84.16666667,318.7083333,24.05833333,0.06,5.0125,82.41958333,27.33333333,1014.333333,5,5,18,0,1,1,33040,1964.2320961274
1583.7899519999999,5/19/19,24.57,-81.78,2019,5,19,58.04166667,379.125,23.77916667,0.06,4.329166667,79.35416667,27.68333333,1014.583333,5,6,19,0,1,1,33040,2407.875962720351
1696.8703899999998,5/20/19,24.57,-81.78,2019,5,20,49.33333333,393.3333333,22.94583333,0.06,3.179166667,76.00291667,27.575,1015.041667,5,0,20,0,0,1,33040,1593.1859092652237
1710.889786,5/21/19,24.57,-81.78,2019,5,21,59.54166667,384.9583333,23.01666667,0.06,3.2625,75.99625,27.64166667,1013.875,5,1,21,0,0,1,33040,2824.9447304688056
1708.6970420000002,5/22/19,24.57,-81.78,2019,5,22,67.66666667,371.9583333,23.50416667,0.06,5.0625,77.44541667,27.8375,1015.625,5,2,22,0,0,1,33040,2818.618016184724
1865.8908420000002,5/23/19,24.57,-81.78,2019,5,23,66.29166667,353.625,23.17916667,0.07,6.941666667000001,76.5725,27.67083333,1017.625,5,3,23,0,0,1,33040,2052.3650058937474
1880.2679239999998,5/24/19,24.57,-81.78,2019,5,24,88.20833333,321.8333333,22.42916667,0.07,6.6166666670000005,75.24083333,27.2125,1017.0,5,4,24,0,0,1,33040,2343.020268466079
1535.011539,5/25/19,24.57,-81.78,2019,5,25,74.5,348.5833333,21.84583333,0.06,6.479166667,73.29375,27.03333333,1017.0,5,5,25,0,1,1,33040,2258.857121227348
